datetime,DCE.c2005.open,DCE.c2005.high,DCE.c2005.low,DCE.c2005.close,DCE.c2005.volume,DCE.c2005.open_oi,DCE.c2005.close_oi
2019-12-09 09:00:00.000000000,1901.0,1903.0,1900.0,1903.0,9370,599803,600538
2019-12-09 09:01:00.000000000,1903.0,1906.0,1903.0,1904.0,7495,600538,601235
2019-12-09 09:02:00.000000000,1904.0,1905.0,1904.0,1904.0,2161,601235,601098
2019-12-09 09:03:00.000000000,1904.0,1905.0,1903.0,1904.0,3025,601098,601210
2019-12-09 09:04:00.000000000,1904.0,1905.0,1904.0,1904.0,1859,601210,601265
2019-12-09 09:05:00.000000000,1904.0,1905.0,1901.0,1902.0,6270,601265,602197
2019-12-09 09:06:00.000000000,1902.0,1903.0,1900.0,1901.0,6286,602197,603421
2019-12-09 09:07:00.000000000,1901.0,1902.0,1901.0,1902.0,437,603421,603326
2019-12-09 09:08:00.000000000,1902.0,1902.0,1900.0,1900.0,1013,603326,603426
2019-12-09 09:09:00.000000000,1900.0,1901.0,1900.0,1900.0,1720,603426,603595
2019-12-09 09:10:00.000000000,1900.0,1901.0,1898.0,1900.0,5165,603595,603916
2019-12-09 09:11:00.000000000,1900.0,1901.0,1899.0,1901.0,1868,603916,603456
2019-12-09 09:12:00.000000000,1901.0,1901.0,1900.0,1901.0,1404,603456,603651
2019-12-09 09:13:00.000000000,1901.0,1901.0,1899.0,1900.0,1765,603651,604006
2019-12-09 09:14:00.000000000,1900.0,1900.0,1899.0,1900.0,366,604006,603934
2019-12-09 09:15:00.000000000,1900.0,1900.0,1899.0,1899.0,226,603934,604044
2019-12-09 09:16:00.000000000,1899.0,1900.0,1899.0,1899.0,538,604044,604045
2019-12-09 09:17:00.000000000,1899.0,1900.0,1898.0,1899.0,2368,604045,604439
2019-12-09 09:18:00.000000000,1899.0,1899.0,1898.0,1898.0,977,604439,604456
2019-12-09 09:19:00.000000000,1898.0,1900.0,1898.0,1900.0,2139,604456,603591
2019-12-09 09:20:00.000000000,1900.0,1901.0,1899.0,1900.0,2138,603591,603281
2019-12-09 09:21:00.000000000,1900.0,1901.0,1899.0,1899.0,1048,603281,602894
2019-12-09 09:22:00.000000000,1899.0,1900.0,1899.0,1900.0,431,602894,602869
2019-12-09 09:23:00.000000000,1900.0,1900.0,1899.0,1900.0,200,602869,602902
2019-12-09 09:24:00.000000000,1900.0,1900.0,1898.0,1899.0,1572,602902,602509
2019-12-09 09:25:00.000000000,1899.0,1899.0,1898.0,1899.0,777,602509,602268
2019-12-09 09:26:00.000000000,1899.0,1899.0,1896.0,1897.0,5417,602268,600115
2019-12-09 09:27:00.000000000,1897.0,1898.0,1897.0,1897.0,331,600115,599991
2019-12-09 09:28:00.000000000,1897.0,1899.0,1897.0,1899.0,1820,599991,600869
2019-12-09 09:29:00.000000000,1899.0,1900.0,1898.0,1900.0,3182,600869,601762
2019-12-09 09:30:00.000000000,1900.0,1901.0,1899.0,1900.0,773,601762,602035
2019-12-09 09:31:00.000000000,1900.0,1900.0,1899.0,1900.0,141,602035,602121
2019-12-09 09:32:00.000000000,1900.0,1901.0,1899.0,1900.0,1587,602121,602720
2019-12-09 09:33:00.000000000,1900.0,1901.0,1900.0,1900.0,126,602720,602725
2019-12-09 09:34:00.000000000,1900.0,1901.0,1899.0,1900.0,1583,602725,602767
2019-12-09 09:35:00.000000000,1900.0,1901.0,1900.0,1901.0,145,602767,602689
2019-12-09 09:36:00.000000000,1901.0,1901.0,1900.0,1901.0,169,602689,602657
2019-12-09 09:37:00.000000000,1901.0,1901.0,1899.0,1900.0,1052,602657,602563
2019-12-09 09:38:00.000000000,1900.0,1900.0,1899.0,1900.0,95,602563,602489
2019-12-09 09:39:00.000000000,1900.0,1900.0,1899.0,1900.0,171,602489,602497
2019-12-09 09:40:00.000000000,1900.0,1900.0,1899.0,1900.0,238,602497,602410
2019-12-09 09:41:00.000000000,1900.0,1900.0,1899.0,1899.0,374,602410,602291
2019-12-09 09:42:00.000000000,1899.0,1900.0,1899.0,1900.0,158,602291,602254
2019-12-09 09:43:00.000000000,1900.0,1900.0,1899.0,1900.0,152,602254,602239
2019-12-09 09:44:00.000000000,1900.0,1900.0,1899.0,1900.0,119,602239,602244
2019-12-09 09:45:00.000000000,1900.0,1900.0,1899.0,1899.0,214,602244,602278
2019-12-09 09:46:00.000000000,1899.0,1900.0,1898.0,1899.0,772,602278,602188
2019-12-09 09:47:00.000000000,1899.0,1899.0,1898.0,1899.0,56,602188,602232
2019-12-09 09:48:00.000000000,1899.0,1899.0,1898.0,1899.0,86,602232,602287
2019-12-09 09:49:00.000000000,1899.0,1899.0,1897.0,1897.0,2613,602287,602791
2019-12-09 09:50:00.000000000,1897.0,1898.0,1897.0,1897.0,319,602791,602895
2019-12-09 09:51:00.000000000,1897.0,1898.0,1896.0,1897.0,2229,602895,604102
