datetime,CZCE.TA005.open,CZCE.TA005.high,CZCE.TA005.low,CZCE.TA005.close,CZCE.TA005.volume,CZCE.TA005.open_oi,CZCE.TA005.close_oi
2019-11-01 09:27:00.000000000,4800.0,4802.0,4800.0,4800.0,562,399924,400010
2019-11-01 09:28:00.000000000,4800.0,4802.0,4798.0,4800.0,472,400010,400326
2019-11-01 09:29:00.000000000,4800.0,4800.0,4798.0,4800.0,940,400326,400484
2019-11-01 09:30:00.000000000,4800.0,4806.0,4798.0,4804.0,1272,400484,399994
2019-11-01 09:31:00.000000000,4804.0,4806.0,4802.0,4804.0,428,399994,399990
2019-11-01 09:32:00.000000000,4804.0,4804.0,4800.0,4804.0,318,399990,400036
2019-11-01 09:33:00.000000000,4804.0,4804.0,4802.0,4802.0,298,400036,400110
2019-11-01 09:34:00.000000000,4802.0,4804.0,4802.0,4804.0,400,400110,400056
2019-11-01 09:35:00.000000000,4804.0,4804.0,4802.0,4804.0,424,400056,400088
2019-11-01 09:36:00.000000000,4804.0,4804.0,4800.0,4804.0,310,400088,400120
2019-11-01 09:37:00.000000000,4804.0,4804.0,4802.0,4802.0,148,400120,400160
2019-11-01 09:38:00.000000000,4802.0,4804.0,4802.0,4804.0,104,400160,400148
2019-11-01 09:39:00.000000000,4804.0,4812.0,4802.0,4810.0,832,400148,399784
2019-11-01 09:40:00.000000000,4810.0,4814.0,4808.0,4812.0,874,399784,399366
2019-11-01 09:41:00.000000000,4812.0,4814.0,4810.0,4810.0,224,399366,399290
2019-11-01 09:42:00.000000000,4810.0,4812.0,4808.0,4808.0,896,399290,399092
2019-11-01 09:43:00.000000000,4808.0,4812.0,4808.0,4810.0,192,399092,399004
2019-11-01 09:44:00.000000000,4810.0,4812.0,4810.0,4810.0,360,399004,399020
2019-11-01 09:45:00.000000000,4810.0,4810.0,4808.0,4810.0,148,399020,399002
2019-11-01 09:46:00.000000000,4810.0,4810.0,4810.0,4810.0,50,399002,398964
2019-11-01 09:47:00.000000000,4810.0,4812.0,4810.0,4810.0,182,398964,398930
2019-11-01 09:48:00.000000000,4810.0,4812.0,4810.0,4812.0,170,398930,398896
2019-11-01 09:49:00.000000000,4812.0,4814.0,4810.0,4810.0,324,398896,398774
2019-11-01 09:50:00.000000000,4810.0,4812.0,4808.0,4812.0,112,398774,398730
2019-11-01 09:51:00.000000000,4812.0,4812.0,4808.0,4808.0,28,398730,398730
2019-11-01 09:52:00.000000000,4808.0,4810.0,4806.0,4810.0,176,398730,398790
2019-11-01 09:53:00.000000000,4810.0,4810.0,4808.0,4808.0,160,398790,398708
2019-11-01 09:54:00.000000000,4808.0,4810.0,4808.0,4808.0,32,398708,398700
2019-11-01 09:55:00.000000000,4808.0,4812.0,4808.0,4812.0,124,398700,398662
2019-11-01 09:56:00.000000000,4812.0,4812.0,4810.0,4810.0,26,398662,398652
2019-11-01 09:57:00.000000000,4810.0,4812.0,4810.0,4812.0,28,398652,398636
2019-11-01 09:58:00.000000000,4812.0,4812.0,4810.0,4810.0,138,398636,398506
2019-11-01 09:59:00.000000000,4810.0,4812.0,4808.0,4808.0,194,398506,398528
2019-11-01 10:00:00.000000000,4808.0,4810.0,4808.0,4808.0,138,398528,398620
2019-11-01 10:01:00.000000000,4808.0,4810.0,4806.0,4808.0,166,398620,398630
2019-11-01 10:02:00.000000000,4808.0,4810.0,4808.0,4810.0,46,398630,398646
2019-11-01 10:03:00.000000000,4810.0,4810.0,4808.0,4808.0,16,398646,398634
2019-11-01 10:04:00.000000000,4808.0,4812.0,4808.0,4812.0,118,398634,398634
2019-11-01 10:05:00.000000000,4812.0,4812.0,4812.0,4812.0,102,398634,398644
2019-11-01 10:06:00.000000000,4812.0,4812.0,4810.0,4812.0,664,398644,399212
2019-11-01 10:07:00.000000000,4812.0,4814.0,4812.0,4814.0,582,399212,399616
2019-11-01 10:08:00.000000000,4814.0,4830.0,4814.0,4830.0,3386,399616,398396
2019-11-01 10:09:00.000000000,4830.0,4832.0,4822.0,4824.0,930,398396,398444
2019-11-01 10:10:00.000000000,4824.0,4826.0,4822.0,4824.0,710,398444,398554
2019-11-01 10:11:00.000000000,4824.0,4824.0,4822.0,4822.0,312,398554,398806
2019-11-01 10:12:00.000000000,4822.0,4824.0,4822.0,4824.0,404,398806,398726
2019-11-01 10:13:00.000000000,4824.0,4826.0,4822.0,4824.0,104,398726,398688
2019-11-01 10:14:00.000000000,4824.0,4824.0,4822.0,4822.0,372,398688,398912
2019-11-01 10:30:00.000000000,4822.0,4824.0,4820.0,4822.0,320,398912,398920
2019-11-01 10:31:00.000000000,4822.0,4824.0,4822.0,4824.0,82,398920,398950
2019-11-01 10:32:00.000000000,4824.0,4824.0,4822.0,4824.0,398,398950,398902
2019-11-01 10:33:00.000000000,4824.0,4828.0,4824.0,4826.0,296,398902,398704
2019-11-01 10:34:00.000000000,4826.0,4826.0,4824.0,4826.0,454,398704,398666
2019-11-01 10:35:00.000000000,4826.0,4828.0,4826.0,4826.0,122,398666,398698
2019-11-01 10:36:00.000000000,4826.0,4826.0,4822.0,4824.0,316,398698,398878
2019-11-01 10:37:00.000000000,4824.0,4828.0,4824.0,4824.0,226,398878,398782
2019-11-01 10:38:00.000000000,4824.0,4828.0,4824.0,4828.0,946,398782,399260
2019-11-01 10:39:00.000000000,4828.0,4828.0,4826.0,4826.0,46,399260,399250
2019-11-01 10:40:00.000000000,4826.0,4828.0,4826.0,4826.0,10,399250,399250
2019-11-01 10:41:00.000000000,4826.0,4830.0,4826.0,4828.0,416,399250,399090
2019-11-01 10:42:00.000000000,4828.0,4828.0,4826.0,4828.0,196,399090,399056
2019-11-01 10:43:00.000000000,4828.0,4828.0,4826.0,4828.0,112,399056,398950
2019-11-01 10:44:00.000000000,4828.0,4828.0,4826.0,4826.0,58,398950,398970
2019-11-01 10:45:00.000000000,4826.0,4828.0,4824.0,4826.0,314,398970,398946
2019-11-01 10:46:00.000000000,4826.0,4828.0,4826.0,4828.0,842,398946,399064
2019-11-01 10:47:00.000000000,4828.0,4828.0,4826.0,4826.0,22,399064,399058
2019-11-01 10:48:00.000000000,4826.0,4826.0,4824.0,4826.0,1150,399058,398842
2019-11-01 10:49:00.000000000,4826.0,4828.0,4826.0,4828.0,1494,398842,399296
2019-11-01 10:50:00.000000000,4828.0,4834.0,4828.0,4834.0,2466,399296,399476
2019-11-01 10:51:00.000000000,4834.0,4838.0,4834.0,4836.0,2302,399476,398834
2019-11-01 10:52:00.000000000,4836.0,4840.0,4836.0,4836.0,1958,398834,399340
2019-11-01 10:53:00.000000000,4836.0,4840.0,4836.0,4838.0,516,399340,399420
2019-11-01 10:54:00.000000000,4838.0,4840.0,4838.0,4838.0,294,399420,399384
2019-11-01 10:55:00.000000000,4838.0,4842.0,4838.0,4840.0,1746,399384,399950
2019-11-01 10:56:00.000000000,4840.0,4848.0,4840.0,4846.0,2714,399950,400124
2019-11-01 10:57:00.000000000,4846.0,4846.0,4842.0,4842.0,730,400124,400026
2019-11-01 10:58:00.000000000,4842.0,4848.0,4842.0,4848.0,738,400026,399714
2019-11-01 10:59:00.000000000,4848.0,4864.0,4846.0,4864.0,4904,399714,398180
2019-11-01 11:00:00.000000000,4864.0,4868.0,4862.0,4862.0,3372,398180,397676
