datetime,CZCE.FG005.open,CZCE.FG005.high,CZCE.FG005.low,CZCE.FG005.close,CZCE.FG005.volume,CZCE.FG005.open_oi,CZCE.FG005.close_oi
2019-11-01 09:00:00.000000000,1428.0,1429.0,1428.0,1428.0,50,106536,106548
2019-11-01 09:01:00.000000000,1428.0,1428.0,1427.0,1428.0,74,106548,106518
2019-11-01 09:02:00.000000000,1428.0,1428.0,1427.0,1427.0,84,106518,106516
2019-11-01 09:03:00.000000000,1427.0,1429.0,1427.0,1428.0,108,106516,106570
2019-11-01 09:04:00.000000000,1428.0,1429.0,1428.0,1428.0,88,106570,106564
2019-11-01 09:05:00.000000000,1428.0,1428.0,1427.0,1428.0,114,106564,106634
2019-11-01 09:06:00.000000000,1428.0,1428.0,1427.0,1428.0,70,106634,106628
2019-11-01 09:07:00.000000000,1428.0,1429.0,1428.0,1428.0,158,106628,106684
2019-11-01 09:08:00.000000000,1428.0,1429.0,1428.0,1429.0,16,106684,106700
2019-11-01 09:09:00.000000000,1429.0,1429.0,1428.0,1429.0,28,106700,106720
2019-11-01 09:10:00.000000000,1429.0,1430.0,1428.0,1430.0,202,106720,106792
2019-11-01 09:11:00.000000000,1430.0,1430.0,1429.0,1430.0,42,106792,106804
2019-11-01 09:12:00.000000000,1430.0,1430.0,1429.0,1430.0,28,106804,106806
2019-11-01 09:13:00.000000000,1430.0,1430.0,1429.0,1430.0,54,106806,106856
2019-11-01 09:14:00.000000000,1430.0,1430.0,1429.0,1430.0,396,106856,107068
2019-11-01 09:15:00.000000000,1430.0,1430.0,1429.0,1430.0,306,107068,107314
2019-11-01 09:16:00.000000000,1430.0,1430.0,1429.0,1430.0,96,107314,107310
2019-11-01 09:17:00.000000000,1430.0,1430.0,1429.0,1430.0,32,107310,107318
2019-11-01 09:18:00.000000000,1430.0,1430.0,1428.0,1428.0,356,107318,107250
2019-11-01 09:19:00.000000000,1428.0,1429.0,1428.0,1429.0,20,107250,107238
2019-11-01 09:20:00.000000000,1429.0,1429.0,1428.0,1428.0,60,107238,107196
2019-11-01 09:21:00.000000000,1428.0,1428.0,1428.0,1428.0,6,107196,107192
2019-11-01 09:22:00.000000000,1428.0,1428.0,1428.0,1428.0,8,107192,107192
2019-11-01 09:23:00.000000000,1428.0,1428.0,1428.0,1428.0,30,107192,107190
2019-11-01 09:24:00.000000000,1428.0,1429.0,1428.0,1428.0,52,107190,107196
2019-11-01 09:25:00.000000000,1428.0,1428.0,1428.0,1428.0,36,107196,107198
2019-11-01 09:26:00.000000000,1428.0,1429.0,1428.0,1429.0,4,107198,107194
2019-11-01 09:27:00.000000000,1429.0,1429.0,1429.0,1429.0,2,107194,107192
2019-11-01 09:28:00.000000000,1429.0,1429.0,1428.0,1428.0,2,107192,107194
2019-11-01 09:29:00.000000000,1428.0,1429.0,1428.0,1429.0,12,107194,107190
2019-11-01 09:30:00.000000000,1429.0,1429.0,1429.0,1429.0,12,107190,107186
2019-11-01 09:31:00.000000000,1429.0,1429.0,1427.0,1427.0,182,107186,107158
2019-11-01 09:32:00.000000000,1427.0,1428.0,1427.0,1428.0,90,107158,107072
2019-11-01 09:33:00.000000000,1428.0,1428.0,1427.0,1427.0,22,107072,107052
2019-11-01 09:34:00.000000000,1427.0,1428.0,1427.0,1428.0,44,107052,107012
2019-11-01 09:35:00.000000000,1428.0,1428.0,1427.0,1428.0,28,107012,106990
2019-11-01 09:36:00.000000000,1428.0,1428.0,1427.0,1427.0,2,106990,106988
2019-11-01 09:37:00.000000000,1427.0,1428.0,1427.0,1428.0,8,106988,106986
2019-11-01 09:38:00.000000000,1428.0,1428.0,1428.0,1428.0,22,106986,106966
2019-11-01 09:39:00.000000000,1428.0,1428.0,1427.0,1427.0,32,106966,106946
2019-11-01 09:40:00.000000000,1427.0,1428.0,1427.0,1428.0,60,106946,106924
2019-11-01 09:41:00.000000000,1428.0,1428.0,1427.0,1428.0,310,106924,106772
2019-11-01 09:42:00.000000000,1428.0,1428.0,1428.0,1428.0,74,106772,106738
2019-11-01 09:43:00.000000000,1428.0,1428.0,1428.0,1428.0,164,106738,106662
2019-11-01 09:44:00.000000000,1428.0,1429.0,1427.0,1428.0,202,106662,106474
2019-11-01 09:45:00.000000000,1428.0,1428.0,1427.0,1428.0,8,106474,106474
2019-11-01 09:46:00.000000000,1428.0,1428.0,1428.0,1428.0,4,106474,106476
2019-11-01 09:47:00.000000000,1428.0,1428.0,1427.0,1428.0,18,106476,106480
2019-11-01 09:48:00.000000000,1428.0,1428.0,1428.0,1428.0,36,106480,106494
2019-11-01 09:49:00.000000000,1428.0,1428.0,1427.0,1427.0,10,106494,106496
2019-11-01 09:50:00.000000000,1427.0,1429.0,1427.0,1428.0,446,106496,106462
2019-11-01 09:51:00.000000000,1428.0,1428.0,1428.0,1428.0,12,106462,106474
2019-11-01 09:52:00.000000000,1428.0,1428.0,1428.0,1428.0,138,106474,106366
2019-11-01 09:53:00.000000000,1428.0,1429.0,1428.0,1429.0,62,106366,106384
2019-11-01 09:54:00.000000000,1429.0,1430.0,1429.0,1429.0,82,106384,106434
2019-11-01 09:55:00.000000000,1429.0,1430.0,1429.0,1429.0,42,106434,106424
2019-11-01 09:56:00.000000000,1429.0,1430.0,1429.0,1430.0,32,106424,106400
2019-11-01 09:57:00.000000000,1430.0,1430.0,1428.0,1429.0,28,106400,106424
2019-11-01 09:58:00.000000000,1429.0,1429.0,1428.0,1428.0,40,106424,106444
2019-11-01 09:59:00.000000000,1428.0,1429.0,1428.0,1428.0,10,106444,106438
2019-11-01 10:00:00.000000000,1428.0,1428.0,1428.0,1428.0,6,106438,106436
2019-11-01 10:01:00.000000000,1428.0,1429.0,1428.0,1429.0,8,106436,106436
2019-11-01 10:02:00.000000000,1429.0,1429.0,1428.0,1428.0,2,106436,106434
2019-11-01 10:03:00.000000000,1428.0,1429.0,1428.0,1429.0,6,106434,106440
2019-11-01 10:04:00.000000000,1429.0,1429.0,1429.0,1429.0,140,106440,106474
2019-11-01 10:05:00.000000000,1429.0,1430.0,1429.0,1429.0,212,106474,106530
2019-11-01 10:06:00.000000000,1429.0,1429.0,1429.0,1429.0,18,106530,106532
2019-11-01 10:07:00.000000000,1429.0,1429.0,1428.0,1428.0,86,106532,106516
2019-11-01 10:08:00.000000000,1428.0,1428.0,1428.0,1428.0,28,106516,106524
2019-11-01 10:09:00.000000000,1428.0,1430.0,1428.0,1429.0,400,106524,106686
2019-11-01 10:10:00.000000000,1429.0,1430.0,1429.0,1430.0,22,106686,106686
2019-11-01 10:11:00.000000000,1430.0,1430.0,1429.0,1429.0,20,106686,106706
2019-11-01 10:12:00.000000000,1429.0,1429.0,1429.0,1429.0,22,106706,106700
2019-11-01 10:13:00.000000000,1429.0,1430.0,1429.0,1429.0,16,106700,106706
2019-11-01 10:14:00.000000000,1429.0,1430.0,1429.0,1430.0,42,106706,106714
2019-11-01 10:30:00.000000000,1430.0,1431.0,1429.0,1430.0,190,106714,106796
2019-11-01 10:31:00.000000000,1430.0,1431.0,1430.0,1431.0,220,106796,106924
2019-11-01 10:32:00.000000000,1431.0,1432.0,1430.0,1430.0,120,106924,106950
2019-11-01 10:33:00.000000000,1430.0,1430.0,1429.0,1430.0,56,106950,106924
2019-11-01 10:34:00.000000000,1430.0,1430.0,1429.0,1430.0,14,106924,106924
2019-11-01 10:35:00.000000000,1430.0,1431.0,1429.0,1431.0,86,106924,106942
2019-11-01 10:36:00.000000000,1431.0,1431.0,1430.0,1431.0,180,106942,106978
2019-11-01 10:37:00.000000000,1431.0,1431.0,1430.0,1431.0,70,106978,107000
2019-11-01 10:38:00.000000000,1431.0,1433.0,1431.0,1432.0,492,107000,107328
2019-11-01 10:39:00.000000000,1432.0,1432.0,1431.0,1431.0,90,107328,107354
2019-11-01 10:40:00.000000000,1431.0,1432.0,1431.0,1432.0,168,107354,107350
2019-11-01 10:41:00.000000000,1432.0,1433.0,1432.0,1433.0,112,107350,107396
2019-11-01 10:42:00.000000000,1433.0,1433.0,1432.0,1432.0,28,107396,107400
2019-11-01 10:43:00.000000000,1432.0,1433.0,1432.0,1433.0,144,107400,107454
2019-11-01 10:44:00.000000000,1433.0,1433.0,1432.0,1432.0,76,107454,107494
2019-11-01 10:45:00.000000000,1432.0,1432.0,1432.0,1432.0,34,107494,107486
2019-11-01 10:46:00.000000000,1432.0,1432.0,1432.0,1432.0,42,107486,107494
2019-11-01 10:47:00.000000000,1432.0,1433.0,1432.0,1433.0,60,107494,107542
2019-11-01 10:48:00.000000000,1433.0,1433.0,1431.0,1432.0,72,107542,107528
2019-11-01 10:49:00.000000000,1432.0,1432.0,1432.0,1432.0,52,107528,107554
2019-11-01 10:50:00.000000000,1432.0,1433.0,1431.0,1432.0,18,107554,107564
2019-11-01 10:51:00.000000000,1432.0,1432.0,1432.0,1432.0,18,107564,107568
2019-11-01 10:52:00.000000000,1432.0,1433.0,1432.0,1432.0,6,107568,107568
2019-11-01 10:53:00.000000000,1432.0,1432.0,1432.0,1432.0,10,107568,107566
2019-11-01 10:54:00.000000000,1432.0,1432.0,1432.0,1432.0,8,107566,107564
2019-11-01 10:55:00.000000000,1432.0,1432.0,1432.0,1432.0,126,107564,107648
2019-11-01 10:56:00.000000000,1432.0,1432.0,1430.0,1431.0,278,107648,107500
2019-11-01 10:57:00.000000000,1431.0,1431.0,1430.0,1431.0,120,107500,107498
2019-11-01 10:58:00.000000000,1431.0,1431.0,1431.0,1431.0,16,107498,107494
2019-11-01 10:59:00.000000000,1431.0,1432.0,1431.0,1432.0,136,107494,107446
2019-11-01 11:00:00.000000000,1432.0,1433.0,1431.0,1432.0,90,107446,107506
2019-11-01 11:01:00.000000000,1432.0,1432.0,1431.0,1432.0,6,107506,107510
