datetime,DCE.c2005.open,DCE.c2005.high,DCE.c2005.low,DCE.c2005.close,DCE.c2005.volume,DCE.c2005.open_oi,DCE.c2005.close_oi
2019-11-01 09:00:00.000000000,1954.0,1954.0,1953.0,1954.0,2856,756854,757000
2019-11-01 09:01:00.000000000,1954.0,1955.0,1952.0,1953.0,2260,757000,756650
2019-11-01 09:02:00.000000000,1953.0,1953.0,1952.0,1953.0,1460,756650,757002
2019-11-01 09:03:00.000000000,1953.0,1954.0,1953.0,1954.0,1976,757002,757284
2019-11-01 09:04:00.000000000,1954.0,1956.0,1954.0,1956.0,2398,757284,757966
2019-11-01 09:05:00.000000000,1956.0,1957.0,1955.0,1957.0,2774,757966,759018
2019-11-01 09:06:00.000000000,1957.0,1957.0,1955.0,1957.0,1494,759018,759478
2019-11-01 09:07:00.000000000,1957.0,1959.0,1957.0,1959.0,1382,759478,759834
2019-11-01 09:08:00.000000000,1959.0,1959.0,1956.0,1957.0,2168,759834,760538
2019-11-01 09:09:00.000000000,1957.0,1959.0,1957.0,1958.0,1396,760538,760628
2019-11-01 09:10:00.000000000,1958.0,1958.0,1957.0,1957.0,824,760628,760632
2019-11-01 09:11:00.000000000,1957.0,1960.0,1957.0,1959.0,2518,760632,762016
2019-11-01 09:12:00.000000000,1959.0,1961.0,1959.0,1961.0,4528,762016,762280
2019-11-01 09:13:00.000000000,1961.0,1962.0,1959.0,1959.0,3582,762280,762142
2019-11-01 09:14:00.000000000,1959.0,1960.0,1959.0,1959.0,510,762142,762076
2019-11-01 09:15:00.000000000,1959.0,1961.0,1959.0,1960.0,3310,762076,761774
2019-11-01 09:16:00.000000000,1960.0,1962.0,1960.0,1962.0,662,761774,761756
2019-11-01 09:17:00.000000000,1962.0,1963.0,1961.0,1963.0,1250,761756,762380
2019-11-01 09:18:00.000000000,1963.0,1963.0,1960.0,1962.0,1858,762380,762868
2019-11-01 09:19:00.000000000,1962.0,1963.0,1961.0,1961.0,1316,762868,763002
2019-11-01 09:20:00.000000000,1961.0,1962.0,1961.0,1961.0,298,763002,763088
2019-11-01 09:21:00.000000000,1961.0,1962.0,1960.0,1960.0,344,763088,763070
2019-11-01 09:22:00.000000000,1960.0,1961.0,1959.0,1959.0,1048,763070,763486
2019-11-01 09:23:00.000000000,1959.0,1960.0,1959.0,1959.0,390,763486,763654
2019-11-01 09:24:00.000000000,1959.0,1960.0,1958.0,1959.0,476,763654,763628
2019-11-01 09:25:00.000000000,1959.0,1960.0,1958.0,1958.0,1052,763628,763674
2019-11-01 09:26:00.000000000,1958.0,1959.0,1958.0,1958.0,352,763674,763858
2019-11-01 09:27:00.000000000,1958.0,1960.0,1958.0,1960.0,4688,763858,764582
2019-11-01 09:28:00.000000000,1960.0,1960.0,1959.0,1959.0,114,764582,764492
2019-11-01 09:29:00.000000000,1959.0,1960.0,1959.0,1959.0,158,764492,764436
2019-11-01 09:30:00.000000000,1959.0,1961.0,1959.0,1960.0,824,764436,764424
2019-11-01 09:31:00.000000000,1960.0,1961.0,1960.0,1961.0,100,764424,764392
2019-11-01 09:32:00.000000000,1961.0,1961.0,1960.0,1961.0,42,764392,764412
2019-11-01 09:33:00.000000000,1961.0,1961.0,1960.0,1960.0,1006,764412,764434
2019-11-01 09:34:00.000000000,1960.0,1960.0,1958.0,1958.0,1496,764434,764024
2019-11-01 09:35:00.000000000,1958.0,1959.0,1957.0,1958.0,1064,764024,763610
2019-11-01 09:36:00.000000000,1958.0,1959.0,1957.0,1959.0,758,763610,763684
2019-11-01 09:37:00.000000000,1959.0,1959.0,1957.0,1958.0,538,763684,763380
2019-11-01 09:38:00.000000000,1958.0,1959.0,1958.0,1959.0,2910,763380,764138
2019-11-01 09:39:00.000000000,1959.0,1959.0,1958.0,1958.0,322,764138,764122
2019-11-01 09:40:00.000000000,1958.0,1958.0,1957.0,1957.0,574,764122,764434
2019-11-01 09:41:00.000000000,1957.0,1957.0,1956.0,1956.0,804,764434,764686
2019-11-01 09:42:00.000000000,1956.0,1956.0,1955.0,1955.0,926,764686,764336
2019-11-01 09:43:00.000000000,1955.0,1956.0,1955.0,1955.0,1750,764336,763644
2019-11-01 09:44:00.000000000,1955.0,1956.0,1955.0,1956.0,3364,763644,762344
2019-11-01 09:45:00.000000000,1956.0,1956.0,1955.0,1955.0,216,762344,762222
2019-11-01 09:46:00.000000000,1955.0,1955.0,1955.0,1955.0,1484,762222,762656
2019-11-01 09:47:00.000000000,1955.0,1956.0,1955.0,1956.0,18,762656,762640
2019-11-01 09:48:00.000000000,1956.0,1956.0,1955.0,1955.0,566,762640,762592
2019-11-01 09:49:00.000000000,1955.0,1955.0,1953.0,1954.0,1294,762592,762520
2019-11-01 09:50:00.000000000,1954.0,1955.0,1953.0,1954.0,614,762520,762320
2019-11-01 09:51:00.000000000,1954.0,1955.0,1954.0,1955.0,54,762320,762348
2019-11-01 09:52:00.000000000,1955.0,1955.0,1955.0,1955.0,416,762348,762420
2019-11-01 09:53:00.000000000,1955.0,1956.0,1955.0,1956.0,64,762420,762480
2019-11-01 09:54:00.000000000,1956.0,1957.0,1955.0,1957.0,1572,762480,761974
2019-11-01 09:55:00.000000000,1957.0,1958.0,1956.0,1958.0,674,761974,761698
2019-11-01 09:56:00.000000000,1958.0,1959.0,1957.0,1959.0,1138,761698,761374
2019-11-01 09:57:00.000000000,1959.0,1959.0,1958.0,1958.0,644,761374,761388
2019-11-01 09:58:00.000000000,1958.0,1959.0,1957.0,1957.0,1662,761388,761308
2019-11-01 09:59:00.000000000,1957.0,1958.0,1956.0,1956.0,116,761308,761322
2019-11-01 10:00:00.000000000,1956.0,1958.0,1956.0,1957.0,320,761322,761206
2019-11-01 10:01:00.000000000,1957.0,1958.0,1957.0,1958.0,126,761206,761204
2019-11-01 10:02:00.000000000,1958.0,1958.0,1957.0,1957.0,32,761204,761184
2019-11-01 10:03:00.000000000,1957.0,1958.0,1957.0,1958.0,74,761184,761118
2019-11-01 10:04:00.000000000,1958.0,1958.0,1958.0,1958.0,52,761118,761068
2019-11-01 10:05:00.000000000,1958.0,1958.0,1957.0,1957.0,8,761068,761064
2019-11-01 10:06:00.000000000,1957.0,1958.0,1957.0,1958.0,54,761064,761060
2019-11-01 10:07:00.000000000,1958.0,1960.0,1957.0,1959.0,1982,761060,761052
2019-11-01 10:08:00.000000000,1959.0,1959.0,1958.0,1958.0,948,761052,760932
2019-11-01 10:09:00.000000000,1958.0,1960.0,1958.0,1959.0,796,760932,760916
2019-11-01 10:10:00.000000000,1959.0,1959.0,1958.0,1959.0,98,760916,760868
2019-11-01 10:11:00.000000000,1959.0,1959.0,1958.0,1958.0,842,760868,760712
2019-11-01 10:12:00.000000000,1958.0,1958.0,1957.0,1957.0,4,760712,760714
2019-11-01 10:13:00.000000000,1957.0,1958.0,1957.0,1958.0,42,760714,760702
2019-11-01 10:14:00.000000000,1958.0,1958.0,1956.0,1957.0,924,760702,760626
2019-11-01 10:30:00.000000000,1957.0,1957.0,1956.0,1957.0,1220,760626,761462
2019-11-01 10:31:00.000000000,1957.0,1957.0,1956.0,1957.0,54,761462,761416
2019-11-01 10:32:00.000000000,1957.0,1957.0,1956.0,1956.0,1304,761416,761710
2019-11-01 10:33:00.000000000,1956.0,1956.0,1955.0,1955.0,406,761710,761788
2019-11-01 10:34:00.000000000,1955.0,1957.0,1955.0,1957.0,1010,761788,762072
2019-11-01 10:35:00.000000000,1957.0,1957.0,1955.0,1955.0,552,762072,762220
2019-11-01 10:36:00.000000000,1955.0,1956.0,1954.0,1955.0,1466,762220,763408
2019-11-01 10:37:00.000000000,1955.0,1956.0,1955.0,1955.0,866,763408,763458
2019-11-01 10:38:00.000000000,1955.0,1956.0,1955.0,1955.0,26,763458,763438
2019-11-01 10:39:00.000000000,1955.0,1956.0,1955.0,1955.0,34,763438,763432
2019-11-01 10:40:00.000000000,1955.0,1955.0,1955.0,1955.0,24,763432,763420
2019-11-01 10:41:00.000000000,1955.0,1956.0,1955.0,1956.0,236,763420,763518
2019-11-01 10:42:00.000000000,1956.0,1956.0,1956.0,1956.0,144,763518,763544
2019-11-01 10:43:00.000000000,1956.0,1957.0,1956.0,1957.0,8,763544,763542
2019-11-01 10:44:00.000000000,1957.0,1957.0,1957.0,1957.0,6,763542,763538
2019-11-01 10:45:00.000000000,1957.0,1957.0,1957.0,1957.0,2,763538,763538
2019-11-01 10:46:00.000000000,1957.0,1957.0,1956.0,1957.0,4,763538,763536
2019-11-01 10:47:00.000000000,1957.0,1957.0,1957.0,1957.0,136,763536,763518
2019-11-01 10:48:00.000000000,1957.0,1957.0,1956.0,1956.0,746,763518,763260
2019-11-01 10:49:00.000000000,1956.0,1956.0,1955.0,1956.0,38,763260,763232
2019-11-01 10:50:00.000000000,1956.0,1956.0,1956.0,1956.0,16,763232,763232
2019-11-01 10:51:00.000000000,1956.0,1956.0,1954.0,1954.0,862,763232,763442
2019-11-01 10:52:00.000000000,1954.0,1954.0,1953.0,1953.0,3364,763442,761556
2019-11-01 10:53:00.000000000,1953.0,1955.0,1953.0,1954.0,2442,761556,761414
2019-11-01 10:54:00.000000000,1954.0,1955.0,1954.0,1954.0,222,761414,761438
2019-11-01 10:55:00.000000000,1954.0,1955.0,1954.0,1955.0,52,761438,761460
2019-11-01 10:56:00.000000000,1955.0,1955.0,1953.0,1954.0,850,761460,761168
2019-11-01 10:57:00.000000000,1954.0,1955.0,1954.0,1954.0,448,761168,761356
2019-11-01 10:58:00.000000000,1954.0,1954.0,1954.0,1954.0,602,761356,760992
2019-11-01 10:59:00.000000000,1954.0,1955.0,1954.0,1954.0,304,760992,761170
2019-11-01 11:00:00.000000000,1954.0,1954.0,1953.0,1953.0,112,761170,761112
2019-11-01 11:01:00.000000000,1953.0,1954.0,1952.0,1952.0,1654,761112,760880
2019-11-01 11:02:00.000000000,1952.0,1953.0,1952.0,1952.0,694,760880,760264
2019-11-01 11:03:00.000000000,1952.0,1953.0,1952.0,1953.0,74,760264,760320
2019-11-01 11:04:00.000000000,1953.0,1953.0,1952.0,1953.0,92,760320,760254
2019-11-01 11:05:00.000000000,1953.0,1953.0,1951.0,1952.0,2872,760254,760372
2019-11-01 11:06:00.000000000,1952.0,1953.0,1951.0,1952.0,970,760372,760476
2019-11-01 11:07:00.000000000,1952.0,1953.0,1952.0,1952.0,1106,760476,760358
2019-11-01 11:08:00.000000000,1952.0,1952.0,1950.0,1950.0,2148,760358,760750
2019-11-01 11:09:00.000000000,1950.0,1950.0,1948.0,1950.0,4070,760750,759824
2019-11-01 11:10:00.000000000,1950.0,1951.0,1949.0,1950.0,1380,759824,759940
2019-11-01 11:11:00.000000000,1950.0,1952.0,1950.0,1952.0,824,759940,760282
2019-11-01 11:12:00.000000000,1952.0,1952.0,1949.0,1950.0,1670,760282,760478
2019-11-01 11:13:00.000000000,1950.0,1951.0,1950.0,1951.0,518,760478,760410
2019-11-01 11:14:00.000000000,1951.0,1952.0,1951.0,1951.0,922,760410,760518
2019-11-01 11:15:00.000000000,1951.0,1952.0,1951.0,1952.0,94,760518,760526
2019-11-01 11:16:00.000000000,1952.0,1952.0,1951.0,1952.0,1052,760526,759824
2019-11-01 11:17:00.000000000,1952.0,1953.0,1952.0,1953.0,224,759824,759926
2019-11-01 11:18:00.000000000,1953.0,1953.0,1950.0,1951.0,1178,759926,759542
2019-11-01 11:19:00.000000000,1951.0,1952.0,1951.0,1952.0,972,759542,759970
2019-11-01 11:20:00.000000000,1952.0,1952.0,1951.0,1952.0,80,759970,760030
2019-11-01 11:21:00.000000000,1952.0,1952.0,1951.0,1952.0,22,760030,760046
2019-11-01 11:22:00.000000000,1952.0,1952.0,1952.0,1952.0,70,760046,760074
2019-11-01 11:23:00.000000000,1952.0,1952.0,1951.0,1951.0,1364,760074,759410
2019-11-01 11:24:00.000000000,1951.0,1951.0,1950.0,1950.0,1898,759410,758544
2019-11-01 11:25:00.000000000,1950.0,1951.0,1949.0,1950.0,2882,758544,758160
2019-11-01 11:26:00.000000000,1950.0,1951.0,1950.0,1951.0,174,758160,758194
2019-11-01 11:27:00.000000000,1951.0,1951.0,1949.0,1949.0,672,758194,758408
2019-11-01 11:28:00.000000000,1949.0,1950.0,1949.0,1950.0,164,758408,758388
2019-11-01 11:29:00.000000000,1950.0,1950.0,1948.0,1950.0,1680,758388,757820
2019-11-01 13:30:00.000000000,1950.0,1952.0,1950.0,1952.0,2848,757820,756626
2019-11-01 13:31:00.000000000,1952.0,1953.0,1951.0,1953.0,2372,756626,756788
2019-11-01 13:32:00.000000000,1953.0,1954.0,1953.0,1953.0,688,756788,756526
2019-11-01 13:33:00.000000000,1953.0,1955.0,1953.0,1954.0,2804,756526,756576
2019-11-01 13:34:00.000000000,1954.0,1955.0,1954.0,1954.0,78,756576,756560
2019-11-01 13:35:00.000000000,1954.0,1955.0,1953.0,1955.0,1682,756560,756568
2019-11-01 13:36:00.000000000,1955.0,1955.0,1954.0,1954.0,816,756568,756434
2019-11-01 13:37:00.000000000,1954.0,1955.0,1954.0,1954.0,86,756434,756348
2019-11-01 13:38:00.000000000,1954.0,1955.0,1954.0,1954.0,78,756348,756278
2019-11-01 13:39:00.000000000,1954.0,1954.0,1954.0,1954.0,34,756278,756244
2019-11-01 13:40:00.000000000,1954.0,1955.0,1954.0,1954.0,168,756244,756180
