datetime,DCE.v2005.open,DCE.v2005.high,DCE.v2005.low,DCE.v2005.close,DCE.v2005.volume,DCE.v2005.open_oi,DCE.v2005.close_oi
2019-11-01 10:07:00.000000000,6225.0,6230.0,6225.0,6225.0,48,119580,119626
2019-11-01 10:08:00.000000000,6225.0,6225.0,6225.0,6225.0,32,119626,119622
2019-11-01 10:09:00.000000000,6225.0,6225.0,6225.0,6225.0,0,119622,119622
2019-11-01 10:10:00.000000000,6225.0,6235.0,6225.0,6235.0,414,119622,119642
2019-11-01 10:11:00.000000000,6235.0,6235.0,6235.0,6235.0,42,119642,119618
2019-11-01 10:12:00.000000000,6235.0,6235.0,6235.0,6235.0,4,119618,119614
2019-11-01 10:13:00.000000000,6235.0,6235.0,6230.0,6235.0,26,119614,119608
2019-11-01 10:14:00.000000000,6235.0,6235.0,6225.0,6225.0,248,119608,119580
2019-11-01 10:30:00.000000000,6225.0,6230.0,6225.0,6230.0,36,119580,119580
2019-11-01 10:31:00.000000000,6230.0,6235.0,6230.0,6235.0,40,119580,119554
2019-11-01 10:32:00.000000000,6235.0,6235.0,6230.0,6230.0,28,119554,119578
2019-11-01 10:33:00.000000000,6230.0,6230.0,6230.0,6230.0,12,119578,119590
2019-11-01 10:34:00.000000000,6230.0,6235.0,6230.0,6235.0,12,119590,119590
2019-11-01 10:35:00.000000000,6235.0,6235.0,6230.0,6230.0,184,119590,119544
2019-11-01 10:36:00.000000000,6230.0,6230.0,6225.0,6225.0,64,119544,119546
2019-11-01 10:37:00.000000000,6225.0,6230.0,6225.0,6230.0,24,119546,119542
2019-11-01 10:38:00.000000000,6230.0,6230.0,6230.0,6230.0,6,119542,119536
2019-11-01 10:39:00.000000000,6230.0,6230.0,6225.0,6225.0,214,119536,119622
2019-11-01 10:40:00.000000000,6225.0,6225.0,6225.0,6225.0,46,119622,119622
2019-11-01 10:41:00.000000000,6225.0,6225.0,6225.0,6225.0,42,119622,119624
2019-11-01 10:42:00.000000000,6225.0,6225.0,6225.0,6225.0,0,119624,119624
2019-11-01 10:43:00.000000000,6225.0,6225.0,6225.0,6225.0,0,119624,119624
2019-11-01 10:44:00.000000000,6225.0,6225.0,6225.0,6225.0,262,119624,119844
2019-11-01 10:45:00.000000000,6225.0,6225.0,6225.0,6225.0,2,119844,119844
2019-11-01 10:46:00.000000000,6225.0,6225.0,6225.0,6225.0,122,119844,119800
2019-11-01 10:47:00.000000000,6225.0,6230.0,6225.0,6230.0,10,119800,119798
2019-11-01 10:48:00.000000000,6230.0,6230.0,6230.0,6230.0,0,119798,119798
2019-11-01 10:49:00.000000000,6230.0,6230.0,6225.0,6230.0,6,119798,119792
2019-11-01 10:50:00.000000000,6230.0,6230.0,6230.0,6230.0,4,119792,119788
2019-11-01 10:51:00.000000000,6230.0,6230.0,6230.0,6230.0,0,119788,119788
2019-11-01 10:52:00.000000000,6230.0,6230.0,6230.0,6230.0,4,119788,119786
2019-11-01 10:53:00.000000000,6230.0,6230.0,6230.0,6230.0,0,119786,119786
2019-11-01 10:54:00.000000000,6230.0,6230.0,6230.0,6230.0,42,119786,119744
2019-11-01 10:55:00.000000000,6230.0,6230.0,6230.0,6230.0,0,119744,119744
2019-11-01 10:56:00.000000000,6230.0,6230.0,6230.0,6230.0,2,119744,119744
2019-11-01 10:57:00.000000000,6230.0,6230.0,6225.0,6225.0,6,119744,119744
2019-11-01 10:58:00.000000000,6225.0,6230.0,6225.0,6230.0,4,119744,119742
2019-11-01 10:59:00.000000000,6230.0,6230.0,6230.0,6230.0,64,119742,119724
2019-11-01 11:00:00.000000000,6230.0,6235.0,6230.0,6235.0,342,119724,119826
2019-11-01 11:01:00.000000000,6235.0,6235.0,6235.0,6235.0,42,119826,119790
2019-11-01 11:02:00.000000000,6235.0,6235.0,6235.0,6235.0,2,119790,119788
2019-11-01 11:03:00.000000000,6235.0,6235.0,6235.0,6235.0,2,119788,119788
2019-11-01 11:04:00.000000000,6235.0,6235.0,6235.0,6235.0,14,119788,119782
2019-11-01 11:05:00.000000000,6235.0,6235.0,6235.0,6235.0,112,119782,119804
2019-11-01 11:06:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119804,119804
2019-11-01 11:07:00.000000000,6235.0,6235.0,6235.0,6235.0,6,119804,119810
2019-11-01 11:08:00.000000000,6235.0,6235.0,6235.0,6235.0,10,119810,119810
2019-11-01 11:09:00.000000000,6235.0,6240.0,6235.0,6240.0,58,119810,119812
2019-11-01 11:10:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119812,119812
2019-11-01 11:11:00.000000000,6240.0,6240.0,6240.0,6240.0,40,119812,119818
2019-11-01 11:12:00.000000000,6240.0,6240.0,6235.0,6235.0,66,119818,119812
2019-11-01 11:13:00.000000000,6235.0,6235.0,6235.0,6235.0,32,119812,119812
2019-11-01 11:14:00.000000000,6235.0,6245.0,6235.0,6240.0,842,119812,119810
2019-11-01 11:15:00.000000000,6240.0,6245.0,6240.0,6240.0,424,119810,119730
2019-11-01 11:16:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119730,119730
2019-11-01 11:17:00.000000000,6240.0,6245.0,6240.0,6240.0,186,119730,119620
2019-11-01 11:18:00.000000000,6240.0,6240.0,6240.0,6240.0,20,119620,119638
2019-11-01 11:19:00.000000000,6240.0,6240.0,6235.0,6235.0,162,119638,119582
2019-11-01 11:20:00.000000000,6235.0,6240.0,6235.0,6235.0,124,119582,119564
2019-11-01 11:21:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119564,119564
2019-11-01 11:22:00.000000000,6235.0,6240.0,6235.0,6240.0,32,119564,119586
2019-11-01 11:23:00.000000000,6240.0,6240.0,6235.0,6235.0,70,119586,119586
2019-11-01 11:24:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119586,119586
2019-11-01 11:25:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119586,119586
2019-11-01 11:26:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119586,119586
2019-11-01 11:27:00.000000000,6235.0,6235.0,6230.0,6230.0,50,119586,119560
2019-11-01 11:28:00.000000000,6230.0,6235.0,6230.0,6235.0,8,119560,119556
2019-11-01 11:29:00.000000000,6235.0,6235.0,6230.0,6230.0,130,119556,119528
2019-11-01 13:30:00.000000000,6230.0,6235.0,6230.0,6235.0,78,119528,119548
2019-11-01 13:31:00.000000000,6235.0,6235.0,6230.0,6230.0,106,119548,119558
2019-11-01 13:32:00.000000000,6230.0,6235.0,6230.0,6235.0,2,119558,119558
2019-11-01 13:33:00.000000000,6235.0,6235.0,6230.0,6230.0,4,119558,119558
2019-11-01 13:34:00.000000000,6230.0,6235.0,6230.0,6235.0,20,119558,119556
2019-11-01 13:35:00.000000000,6235.0,6235.0,6235.0,6235.0,6,119556,119552
2019-11-01 13:36:00.000000000,6235.0,6235.0,6235.0,6235.0,8,119552,119546
2019-11-01 13:37:00.000000000,6235.0,6235.0,6235.0,6235.0,8,119546,119538
2019-11-01 13:38:00.000000000,6235.0,6235.0,6235.0,6235.0,34,119538,119508
2019-11-01 13:39:00.000000000,6235.0,6235.0,6235.0,6235.0,4,119508,119506
2019-11-01 13:40:00.000000000,6235.0,6235.0,6235.0,6235.0,8,119506,119506
2019-11-01 13:41:00.000000000,6235.0,6235.0,6235.0,6235.0,12,119506,119498
2019-11-01 13:42:00.000000000,6235.0,6235.0,6235.0,6235.0,6,119498,119494
2019-11-01 13:43:00.000000000,6235.0,6235.0,6235.0,6235.0,38,119494,119472
2019-11-01 13:44:00.000000000,6235.0,6240.0,6235.0,6240.0,6,119472,119466
2019-11-01 13:45:00.000000000,6240.0,6245.0,6240.0,6240.0,228,119466,119558
2019-11-01 13:46:00.000000000,6240.0,6240.0,6235.0,6235.0,112,119558,119614
2019-11-01 13:47:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119614,119614
2019-11-01 13:48:00.000000000,6235.0,6240.0,6235.0,6240.0,42,119614,119614
2019-11-01 13:49:00.000000000,6240.0,6240.0,6235.0,6240.0,38,119614,119632
2019-11-01 13:50:00.000000000,6240.0,6240.0,6235.0,6235.0,4,119632,119628
2019-11-01 13:51:00.000000000,6235.0,6235.0,6235.0,6235.0,20,119628,119642
2019-11-01 13:52:00.000000000,6235.0,6235.0,6235.0,6235.0,2,119642,119642
2019-11-01 13:53:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119642,119642
2019-11-01 13:54:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119642,119642
2019-11-01 13:55:00.000000000,6235.0,6235.0,6235.0,6235.0,14,119642,119654
2019-11-01 13:56:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119654,119654
2019-11-01 13:57:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119654,119654
2019-11-01 13:58:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119654,119654
2019-11-01 13:59:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119654,119654
2019-11-01 14:00:00.000000000,6235.0,6240.0,6235.0,6240.0,2,119654,119656
2019-11-01 14:01:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119656,119656
2019-11-01 14:02:00.000000000,6240.0,6240.0,6235.0,6235.0,6,119656,119656
2019-11-01 14:03:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119656,119656
2019-11-01 14:04:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119656,119656
2019-11-01 14:05:00.000000000,6235.0,6240.0,6235.0,6240.0,188,119656,119728
2019-11-01 14:06:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119728,119728
2019-11-01 14:07:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119728,119728
2019-11-01 14:08:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119728,119728
2019-11-01 14:09:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119728,119728
2019-11-01 14:10:00.000000000,6240.0,6240.0,6235.0,6240.0,12,119728,119728
2019-11-01 14:11:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119728,119728
2019-11-01 14:12:00.000000000,6240.0,6240.0,6235.0,6235.0,2,119728,119730
2019-11-01 14:13:00.000000000,6235.0,6240.0,6235.0,6240.0,6,119730,119730
2019-11-01 14:14:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119730,119730
2019-11-01 14:15:00.000000000,6240.0,6240.0,6235.0,6240.0,14,119730,119730
2019-11-01 14:16:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119730,119730
2019-11-01 14:17:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119730,119730
2019-11-01 14:18:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119730,119730
2019-11-01 14:19:00.000000000,6240.0,6240.0,6240.0,6240.0,444,119730,119764
2019-11-01 14:20:00.000000000,6240.0,6240.0,6240.0,6240.0,84,119764,119796
2019-11-01 14:21:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119796,119796
2019-11-01 14:22:00.000000000,6240.0,6240.0,6240.0,6240.0,18,119796,119790
2019-11-01 14:23:00.000000000,6240.0,6240.0,6240.0,6240.0,86,119790,119750
2019-11-01 14:24:00.000000000,6240.0,6240.0,6240.0,6240.0,10,119750,119760
2019-11-01 14:25:00.000000000,6240.0,6240.0,6240.0,6240.0,68,119760,119780
2019-11-01 14:26:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119780,119780
2019-11-01 14:27:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119780,119780
2019-11-01 14:28:00.000000000,6240.0,6240.0,6235.0,6235.0,26,119780,119754
2019-11-01 14:29:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119754,119754
2019-11-01 14:30:00.000000000,6235.0,6245.0,6235.0,6240.0,452,119754,119738
2019-11-01 14:31:00.000000000,6240.0,6245.0,6240.0,6245.0,266,119738,119744
2019-11-01 14:32:00.000000000,6245.0,6245.0,6245.0,6245.0,2,119744,119744
2019-11-01 14:33:00.000000000,6245.0,6245.0,6240.0,6240.0,20,119744,119746
2019-11-01 14:34:00.000000000,6240.0,6240.0,6240.0,6240.0,212,119746,119672
2019-11-01 14:35:00.000000000,6240.0,6240.0,6240.0,6240.0,130,119672,119728
2019-11-01 14:36:00.000000000,6240.0,6240.0,6240.0,6240.0,10,119728,119738
2019-11-01 14:37:00.000000000,6240.0,6240.0,6240.0,6240.0,10,119738,119748
2019-11-01 14:38:00.000000000,6240.0,6240.0,6240.0,6240.0,4,119748,119748
2019-11-01 14:39:00.000000000,6240.0,6240.0,6235.0,6235.0,206,119748,119726
2019-11-01 14:40:00.000000000,6235.0,6235.0,6235.0,6235.0,28,119726,119728
2019-11-01 14:41:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119728,119728
2019-11-01 14:42:00.000000000,6235.0,6235.0,6235.0,6235.0,0,119728,119728
2019-11-01 14:43:00.000000000,6235.0,6240.0,6235.0,6235.0,48,119728,119706
2019-11-01 14:44:00.000000000,6235.0,6235.0,6235.0,6235.0,28,119706,119720
2019-11-01 14:45:00.000000000,6235.0,6240.0,6235.0,6235.0,22,119720,119734
2019-11-01 14:46:00.000000000,6235.0,6235.0,6235.0,6235.0,64,119734,119734
2019-11-01 14:47:00.000000000,6235.0,6240.0,6235.0,6240.0,46,119734,119690
2019-11-01 14:48:00.000000000,6240.0,6240.0,6240.0,6240.0,8,119690,119686
2019-11-01 14:49:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119686,119686
2019-11-01 14:50:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119686,119686
2019-11-01 14:51:00.000000000,6240.0,6240.0,6240.0,6240.0,174,119686,119732
2019-11-01 14:52:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119732,119732
2019-11-01 14:53:00.000000000,6240.0,6245.0,6240.0,6240.0,96,119732,119702
2019-11-01 14:54:00.000000000,6240.0,6240.0,6240.0,6240.0,2,119702,119704
2019-11-01 14:55:00.000000000,6240.0,6245.0,6240.0,6240.0,126,119704,119778
2019-11-01 14:56:00.000000000,6240.0,6240.0,6240.0,6240.0,4,119778,119782
2019-11-01 14:57:00.000000000,6240.0,6240.0,6240.0,6240.0,14,119782,119784
2019-11-01 14:58:00.000000000,6240.0,6245.0,6240.0,6245.0,22,119784,119786
2019-11-01 14:59:00.000000000,6245.0,6245.0,6240.0,6245.0,376,119786,119740
2019-11-01 21:00:00.000000000,6255.0,6255.0,6250.0,6250.0,216,119740,119716
2019-11-01 21:01:00.000000000,6250.0,6250.0,6245.0,6250.0,12,119716,119722
2019-11-01 21:02:00.000000000,6250.0,6250.0,6245.0,6245.0,226,119722,119714
2019-11-01 21:03:00.000000000,6245.0,6245.0,6245.0,6245.0,18,119714,119726
2019-11-01 21:04:00.000000000,6245.0,6245.0,6240.0,6240.0,24,119726,119746
2019-11-01 21:05:00.000000000,6240.0,6245.0,6240.0,6245.0,22,119746,119758
2019-11-01 21:06:00.000000000,6245.0,6245.0,6240.0,6240.0,4,119758,119758
2019-11-01 21:07:00.000000000,6240.0,6245.0,6240.0,6245.0,102,119758,119840
2019-11-01 21:08:00.000000000,6245.0,6245.0,6240.0,6240.0,16,119840,119856
2019-11-01 21:09:00.000000000,6240.0,6245.0,6240.0,6240.0,110,119856,119894
2019-11-01 21:10:00.000000000,6240.0,6245.0,6240.0,6245.0,112,119894,119842
2019-11-01 21:11:00.000000000,6245.0,6245.0,6245.0,6245.0,102,119842,119944
2019-11-01 21:12:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119944,119944
2019-11-01 21:13:00.000000000,6245.0,6245.0,6240.0,6240.0,84,119944,119988
2019-11-01 21:14:00.000000000,6240.0,6240.0,6240.0,6240.0,64,119988,120034
2019-11-01 21:15:00.000000000,6240.0,6240.0,6235.0,6235.0,2,120034,120036
2019-11-01 21:16:00.000000000,6235.0,6235.0,6235.0,6235.0,0,120036,120036
2019-11-01 21:17:00.000000000,6235.0,6240.0,6235.0,6240.0,6,120036,120036
2019-11-01 21:18:00.000000000,6240.0,6240.0,6240.0,6240.0,0,120036,120036
2019-11-01 21:19:00.000000000,6240.0,6240.0,6240.0,6240.0,0,120036,120036
2019-11-01 21:20:00.000000000,6240.0,6240.0,6240.0,6240.0,2,120036,120036
2019-11-01 21:21:00.000000000,6240.0,6240.0,6240.0,6240.0,234,120036,120040
2019-11-01 21:22:00.000000000,6240.0,6245.0,6240.0,6245.0,2,120040,120040
2019-11-01 21:23:00.000000000,6245.0,6245.0,6240.0,6240.0,136,120040,119950
2019-11-01 21:24:00.000000000,6240.0,6240.0,6240.0,6240.0,2,119950,119950
2019-11-01 21:25:00.000000000,6240.0,6245.0,6240.0,6245.0,60,119950,119890
2019-11-01 21:26:00.000000000,6245.0,6245.0,6245.0,6245.0,2,119890,119888
2019-11-01 21:27:00.000000000,6245.0,6245.0,6245.0,6245.0,290,119888,119628
2019-11-01 21:28:00.000000000,6245.0,6245.0,6245.0,6245.0,18,119628,119628
2019-11-01 21:29:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119628,119628
2019-11-01 21:30:00.000000000,6245.0,6245.0,6240.0,6245.0,32,119628,119628
2019-11-01 21:31:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119628,119628
2019-11-01 21:32:00.000000000,6245.0,6245.0,6240.0,6245.0,4,119628,119628
2019-11-01 21:33:00.000000000,6245.0,6245.0,6240.0,6240.0,4,119628,119632
2019-11-01 21:34:00.000000000,6240.0,6245.0,6240.0,6245.0,150,119632,119632
2019-11-01 21:35:00.000000000,6245.0,6245.0,6240.0,6240.0,202,119632,119700
2019-11-01 21:36:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119700,119700
2019-11-01 21:37:00.000000000,6240.0,6245.0,6240.0,6245.0,26,119700,119710
2019-11-01 21:38:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119710,119710
2019-11-01 21:39:00.000000000,6245.0,6245.0,6245.0,6245.0,2,119710,119710
2019-11-01 21:40:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119710,119710
2019-11-01 21:41:00.000000000,6245.0,6245.0,6240.0,6245.0,4,119710,119706
2019-11-01 21:42:00.000000000,6245.0,6245.0,6240.0,6240.0,2,119706,119706
2019-11-01 21:43:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119706,119706
2019-11-01 21:44:00.000000000,6240.0,6245.0,6240.0,6245.0,2,119706,119706
2019-11-01 21:45:00.000000000,6245.0,6245.0,6240.0,6240.0,2,119706,119708
2019-11-01 21:46:00.000000000,6240.0,6245.0,6240.0,6245.0,218,119708,119610
2019-11-01 21:47:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119610,119610
2019-11-01 21:48:00.000000000,6245.0,6250.0,6245.0,6250.0,6,119610,119610
2019-11-01 21:49:00.000000000,6250.0,6250.0,6250.0,6250.0,12,119610,119618
2019-11-01 21:50:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119618,119618
2019-11-01 21:51:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119618,119618
2019-11-01 21:52:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119618,119618
2019-11-01 21:53:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119618,119618
2019-11-01 21:54:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119618,119618
2019-11-01 21:55:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119618,119618
2019-11-01 21:56:00.000000000,6250.0,6250.0,6245.0,6245.0,6,119618,119614
2019-11-01 21:57:00.000000000,6245.0,6245.0,6245.0,6245.0,418,119614,119596
2019-11-01 21:58:00.000000000,6245.0,6245.0,6245.0,6245.0,238,119596,119612
2019-11-01 21:59:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119612,119612
2019-11-01 22:00:00.000000000,6245.0,6245.0,6240.0,6240.0,26,119612,119614
2019-11-01 22:01:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119614,119614
2019-11-01 22:02:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119614,119614
2019-11-01 22:03:00.000000000,6240.0,6240.0,6240.0,6240.0,0,119614,119614
2019-11-01 22:04:00.000000000,6240.0,6245.0,6240.0,6245.0,210,119614,119564
2019-11-01 22:05:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119564,119564
2019-11-01 22:06:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119564,119564
2019-11-01 22:07:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119564,119564
2019-11-01 22:08:00.000000000,6245.0,6250.0,6245.0,6250.0,4,119564,119568
2019-11-01 22:09:00.000000000,6250.0,6250.0,6245.0,6245.0,2,119568,119568
2019-11-01 22:10:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119568,119568
2019-11-01 22:11:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119568,119568
2019-11-01 22:12:00.000000000,6245.0,6245.0,6245.0,6245.0,202,119568,119366
2019-11-01 22:13:00.000000000,6245.0,6245.0,6245.0,6245.0,2,119366,119366
2019-11-01 22:14:00.000000000,6245.0,6245.0,6245.0,6245.0,2,119366,119364
2019-11-01 22:15:00.000000000,6245.0,6245.0,6245.0,6245.0,0,119364,119364
2019-11-01 22:16:00.000000000,6245.0,6245.0,6245.0,6245.0,10,119364,119354
2019-11-01 22:17:00.000000000,6245.0,6245.0,6245.0,6245.0,4,119354,119350
2019-11-01 22:18:00.000000000,6245.0,6245.0,6245.0,6245.0,2,119350,119348
2019-11-01 22:19:00.000000000,6245.0,6250.0,6245.0,6250.0,2,119348,119348
2019-11-01 22:20:00.000000000,6250.0,6250.0,6250.0,6250.0,0,119348,119348
2019-11-01 22:21:00.000000000,6250.0,6250.0,6250.0,6250.0,690,119348,118694
