datetime,DCE.l2001.open,DCE.l2001.high,DCE.l2001.low,DCE.l2001.close,DCE.l2001.volume,DCE.l2001.open_oi,DCE.l2001.close_oi
2019-08-15 09:33:00.000000000,7480.0,7485.0,7480.0,7480.0,586,650018,649804
2019-08-15 09:34:00.000000000,7480.0,7490.0,7480.0,7490.0,2056,649804,649304
2019-08-15 09:35:00.000000000,7490.0,7490.0,7475.0,7480.0,2040,649304,648816
2019-08-15 09:36:00.000000000,7480.0,7480.0,7475.0,7475.0,1564,648816,648992
2019-08-15 09:37:00.000000000,7475.0,7480.0,7470.0,7475.0,580,648992,648982
2019-08-15 09:38:00.000000000,7475.0,7480.0,7475.0,7480.0,174,648982,648998
2019-08-15 09:39:00.000000000,7480.0,7480.0,7475.0,7480.0,180,648998,648936
2019-08-15 09:40:00.000000000,7480.0,7480.0,7475.0,7480.0,188,648936,648916
2019-08-15 09:41:00.000000000,7480.0,7485.0,7480.0,7480.0,1124,648916,648072
2019-08-15 09:42:00.000000000,7480.0,7490.0,7480.0,7490.0,1780,648072,648436
2019-08-15 09:43:00.000000000,7490.0,7490.0,7485.0,7490.0,1712,648436,648478
2019-08-15 09:44:00.000000000,7490.0,7490.0,7485.0,7490.0,180,648478,648450
2019-08-15 09:45:00.000000000,7490.0,7490.0,7485.0,7490.0,960,648450,648086
2019-08-15 09:46:00.000000000,7490.0,7490.0,7485.0,7490.0,318,648086,648226
2019-08-15 09:47:00.000000000,7490.0,7490.0,7485.0,7490.0,224,648226,648218
2019-08-15 09:48:00.000000000,7490.0,7495.0,7485.0,7495.0,750,648218,647996
2019-08-15 09:49:00.000000000,7495.0,7495.0,7490.0,7495.0,460,647996,648148
2019-08-15 09:50:00.000000000,7495.0,7495.0,7490.0,7490.0,350,648148,648034
2019-08-15 09:51:00.000000000,7490.0,7495.0,7490.0,7495.0,602,648034,648004
2019-08-15 09:52:00.000000000,7495.0,7500.0,7490.0,7500.0,1748,648004,648346
2019-08-15 09:53:00.000000000,7500.0,7500.0,7490.0,7495.0,2066,648346,647176
2019-08-15 09:54:00.000000000,7495.0,7500.0,7495.0,7495.0,1606,647176,646358
2019-08-15 09:55:00.000000000,7495.0,7495.0,7490.0,7490.0,1734,646358,646048
2019-08-15 09:56:00.000000000,7490.0,7500.0,7490.0,7495.0,3366,646048,645430
2019-08-15 09:57:00.000000000,7495.0,7500.0,7495.0,7495.0,1958,645430,644872
2019-08-15 09:58:00.000000000,7495.0,7505.0,7495.0,7500.0,2520,644872,644554
2019-08-15 09:59:00.000000000,7500.0,7505.0,7500.0,7505.0,2156,644554,644476
2019-08-15 10:00:00.000000000,7505.0,7505.0,7495.0,7500.0,1434,644476,644460
